Ticker,Company,Sector,Industry,Country,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Return on Assets,Return on Equity,Return on Investment,Gross Margin,Operating Margin,Profit Margin,Performance (Quarter),Performance (Half Year),Performance (Year),Beta,Volatility (Week),Volatility (Month),50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Price
MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,16.9,13.94,2.9,5.52,1.47,2.88,55.23,2.28%,38.40%,7.26,8.80%,15.49%,10.40%,5.83%,-2.00%,-56.00%,-50.40%,1.10%,9.00%,12.30%,,58.80%,32.40%,1.82%,8.03%,5.81%,0.55,1.03%,1.10%,0.29%,4.31%,-2.41%,3.51%,-2.57%,14.33%,56.63,122.67
MU,Micron Technology Inc.,Technology,Semiconductor- Memory Chips,USA,10.95,9.62,0.56,2.38,3.57,8.36,10.9,,0.00%,3.04,208.70%,7.85%,20.40%,19.63%,9.20%,1774.40%,71.80%,18.00%,38.30%,1.60%,31.80%,18.50%,24.10%,21.81%,34.51%,140.19%,1.72,1.99%,2.65%,3.11%,28.63%,-4.48%,13.31%,-4.48%,155.10%,59.73,33.29
MUR,Murphy Oil Corporation,Basic Materials,Independent Oil & Gas,USA,14.73,11.37,1.51,1.99,1.29,9.93,,2.05%,16.40%,4.13,10.30%,9.72%,-12.30%,9.77%,-27.70%,-42.30%,1.30%,8.00%,16.50%,8.30%,76.00%,26.40%,26.00%,0.70%,4.05%,7.15%,1.5,1.15%,1.80%,-5.13%,-1.25%,-10.56%,2.22%,-10.56%,13.16%,39.79,60.85
MWE,"MarkWest Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,,41.63,,7.49,2.75,47.67,,4.61%,,-0.1,-85.80%,134.06%,-43.10%,4.75%,4.40%,-90.90%,24.90%,-0.10%,-0.30%,2.70%,39.80%,11.20%,-0.60%,23.18%,10.64%,14.49%,0.65,1.47%,2.50%,6.83%,14.65%,-1.72%,18.11%,-1.72%,30.48%,63.09,75.52
MWV,MeadWestvaco Corporation,Consumer Goods,Packaging & Containers,USA,21.87,19.71,2.19,1.33,2.07,21.2,,2.34%,20.40%,1.95,107.00%,22.40%,27.40%,10.00%,-1.50%,16.20%,2.30%,8.90%,23.90%,7.80%,19.50%,8.90%,15.90%,6.76%,20.28%,24.16%,1.3,1.03%,1.37%,-1.07%,12.30%,-4.07%,2.75%,-4.07%,35.11%,49.39,42.65
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductor - Broad Line,USA,25.24,15.7,2.56,3.58,3.62,6.4,25.12,3.35%,83.20%,1.23,-18.50%,19.95%,110.20%,9.84%,8.30%,-27.50%,5.60%,8.40%,14.80%,10.70%,56.50%,19.00%,14.50%,-8.89%,-0.51%,16.25%,1.11,1.20%,1.87%,-3.88%,0.89%,-11.65%,12.12%,-12.38%,18.19%,50.96,31.05
MYL,"Mylan, Inc.",Healthcare,Drugs - Generic,USA,32.8,12.37,2.54,2.53,5.68,74.21,,,0.00%,1.47,3.90%,17.98%,28.00%,12.92%,6.10%,-30.40%,8.00%,4.20%,18.90%,10.80%,44.80%,17.50%,8.10%,0.40%,-5.56%,35.50%,1.21,2.46%,2.46%,-3.33%,1.03%,-9.99%,7.61%,-16.19%,39.90%,48.93,48.21
N,NetSuite Inc.,Technology,Business Software & Services,USA,,188.74,,13.68,30.25,13.6,147.16,,,-1.1,-90.00%,73.85%,-29.60%,26.67%,22.10%,-10.70%,30.50%,-10.70%,-39.00%,-13.00%,68.00%,-13.80%,-17.30%,6.57%,-26.36%,-10.63%,1.29,1.90%,2.45%,2.19%,-7.42%,-5.65%,9.05%,-29.36%,22.78%,56.72,85.31
NAVI,Navient Corporation,Financial,Credit Services,USA,5.67,8.11,,1.41,1.84,3.19,,3.44%,18.60%,3.08,,4.87%,0.00%,-6.70%,,-43.50%,-26.80%,1.20%,40.20%,0.80%,58.10%,42.70%,27.00%,9.61%,,,,1.93%,2.15%,-0.13%,3.10%,-4.54%,5.44%,-4.54%,17.44%,52.08,17.45
NBL,"Noble Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,35.67,18.77,2.71,4.59,2.63,26.26,,1.04%,29.40%,1.95,-6.70%,19.55%,-7.90%,13.15%,5.20%,-47.50%,20.40%,3.70%,7.90%,8.70%,97.20%,35.60%,13.30%,-0.37%,0.84%,12.34%,1.34,1.30%,2.29%,-4.65%,-0.43%,-12.43%,5.91%,-12.43%,16.24%,43.08,69.55
NCR,NCR Corp.,Technology,Information Technology Services,USA,13.07,9.91,0.87,0.92,3.12,11.09,,,0.00%,2.6,-7.90%,14.27%,12.50%,15.00%,2.90%,-16.20%,7.70%,5.70%,26.50%,11.10%,28.70%,11.30%,7.00%,4.65%,1.65%,-8.24%,1.05,2.22%,2.35%,3.86%,1.02%,-5.01%,12.71%,-18.40%,18.61%,65.2,33.97
NCT,Newcastle Investment Corp.,Financial,REIT - Diversified,USA,41.97,28.51,5.18,10.61,6.33,43.09,,2.98%,120.50%,0.32,-85.00%,18.05%,15.00%,8.10%,-0.10%,-72.70%,128.70%,3.20%,13.10%,3.00%,79.00%,15.20%,22.80%,-3.59%,-3.52%,8.39%,2.32,2.26%,2.14%,-4.14%,-1.53%,-11.09%,3.39%,-11.09%,9.90%,44.12,13.43
NDAQ,"The Nasdaq OMX Group, Inc.",Financial,Diversified Investments,USA,16.14,13,1.29,2.11,1.17,13.96,,1.40%,19.40%,2.65,10.30%,13.17%,7.70%,12.55%,-2.50%,-22.40%,-44.40%,3.60%,7.40%,5.20%,60.80%,24.00%,13.40%,17.82%,10.15%,42.52%,1.17,0.98%,1.45%,6.07%,11.63%,-1.13%,18.02%,-1.13%,47.09%,67.27,42.77
NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,USA,23.43,18.49,1.42,3.22,5.57,102.94,27.85,0.90%,19.90%,3.43,-0.90%,14.76%,14.90%,16.50%,6.50%,14.30%,9.30%,11.10%,25.30%,15.10%,55.50%,20.50%,14.00%,-1.83%,15.07%,13.73%,1.46,1.91%,1.78%,2.38%,8.32%,-4.45%,9.40%,-5.40%,23.09%,67.05,80.36
NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,21.79,17.21,3.37,2.76,2.3,69.74,60.41,2.97%,61.10%,4.48,-11.60%,6.73%,-0.20%,6.48%,-1.60%,-22.20%,5.10%,2.80%,10.80%,5.20%,45.30%,22.40%,12.40%,1.98%,8.03%,24.41%,0.45,1.13%,1.50%,-0.16%,6.02%,-4.75%,6.37%,-4.75%,26.80%,53.49,97.64
NEM,Newmont Mining Corporation,Basic Materials,Gold,USA,,20.01,,1.71,1.29,7.58,,0.38%,,-0.88,-234.10%,63.65%,-37.00%,,6.30%,108.40%,-12.50%,-1.90%,-4.60%,-17.30%,39.70%,12.80%,-6.20%,12.92%,12.30%,-16.01%,0.11,1.57%,1.90%,3.95%,8.39%,-3.69%,15.29%,-21.15%,27.85%,55.02,26.39
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,USA,22.55,20.12,4.22,2.2,10.09,45.27,37.37,1.08%,21.30%,18.04,3.10%,7.48%,30.80%,5.35%,7.10%,8.30%,6.30%,19.60%,47.50%,27.40%,28.20%,15.30%,11.00%,4.51%,12.36%,48.55%,1.35,0.96%,1.45%,3.97%,11.72%,-0.93%,7.64%,-0.93%,51.35%,65.13,406.84
NFG,National Fuel Gas Company,Basic Materials,Independent Oil & Gas,USA,21.95,21.11,3.92,3.04,2.7,61.67,,2.05%,43.60%,3.43,17.10%,2.97%,-0.50%,5.60%,-5.30%,10.10%,0.00%,4.50%,12.80%,9.00%,70.70%,27.10%,13.90%,2.02%,0.17%,16.03%,1.4,1.29%,2.05%,2.26%,4.47%,-4.44%,15.32%,-4.44%,18.95%,63.52,75.29
NFLX,"Netflix, Inc.",Services,CATV Systems,USA,143.9,72.96,4.61,5.89,17.86,16.8,827.43,,0.00%,3.33,537.90%,70.33%,7.00%,31.22%,26.20%,134.70%,25.30%,3.60%,14.50%,7.80%,30.80%,7.50%,4.20%,19.10%,7.20%,77.64%,0.98,1.87%,2.22%,8.10%,21.78%,0.64%,16.16%,0.64%,78.65%,69.8,479.19
NFX,Newfield Exploration Co.,Basic Materials,Independent Oil & Gas,USA,706.67,15.66,53.64,2.7,1.78,160.94,,,0.00%,0.06,109.70%,35.13%,17.30%,13.18%,-4.30%,-121.80%,39.80%,3.20%,9.30%,5.40%,75.00%,10.10%,13.30%,19.64%,67.46%,81.43%,1.38,2.08%,2.58%,0.17%,30.75%,-6.67%,9.33%,-6.67%,86.54%,54.25,42.4
NGLS,Targa Resources Partners LP,Basic Materials,Oil & Gas Pipelines,USA,29.55,25.22,0.84,1.03,3.8,124.43,,4.26%,121.20%,2.42,-0.80%,3.01%,-8.20%,35.30%,-4.00%,5983.30%,43.00%,4.50%,13.30%,7.30%,17.40%,6.80%,3.30%,7.66%,38.04%,52.89%,0.82,1.48%,2.32%,3.70%,23.46%,-13.36%,11.98%,-13.36%,58.49%,60.4,71.52
NI,NiSource Inc.,Utilities,Diversified Utilities,USA,22.21,21.04,2.14,1.93,2.02,677.06,,2.69%,57.80%,1.74,15.40%,7.68%,3.10%,10.40%,-8.60%,-72.80%,-55.30%,2.40%,9.20%,6.00%,64.90%,18.90%,8.60%,4.04%,10.55%,35.42%,0.5,0.96%,1.53%,1.04%,10.56%,-2.00%,7.52%,-2.00%,37.89%,54.31,38.65
NKE,"Nike, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,26.43,20.26,1.98,2.48,6.4,13.39,52,1.21%,20.40%,3,11.20%,15.39%,14.50%,13.35%,7.70%,2.60%,10.90%,22.30%,36.00%,23.20%,44.80%,13.20%,14.40%,4.87%,2.49%,23.81%,0.88,1.10%,1.42%,2.75%,4.62%,-0.81%,8.41%,-0.81%,28.18%,62.57,79.29
NLSN,Nielsen N.V.,Technology,Information & Delivery Services,USA,42.74,17.1,2.65,2.97,3.13,58.2,72.46,2.11%,79.40%,1.11,72.70%,10.78%,23.00%,16.12%,3.50%,-38.70%,15.00%,2.60%,7.20%,6.20%,57.90%,17.60%,6.80%,0.23%,2.53%,42.85%,1.02,1.42%,1.65%,-0.94%,4.82%,-4.37%,3.49%,-4.37%,44.86%,47.4,47.44
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,18.68,9.7,,7.76,0.96,12.07,,10.20%,45.80%,0.63,118.70%,5.75%,42.30%,-0.70%,14.00%,-126.70%,-72.30%,2.90%,21.70%,25.10%,62.80%,47.90%,,2.71%,15.05%,19.13%,0.12,0.99%,1.06%,3.72%,10.87%,-1.51%,7.29%,-1.51%,32.30%,63.53,11.77
NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,13.76,12.66,1.81,1.1,2.64,7.63,20.12,2.19%,26.80%,9.27,6.90%,7.18%,22.90%,7.60%,-1.20%,15.60%,-4.10%,7.90%,20.20%,13.40%,22.70%,13.30%,8.60%,6.94%,5.64%,38.86%,1.07,0.95%,1.36%,3.65%,8.13%,-0.75%,7.93%,-0.75%,41.05%,62.63,127.6
NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,14.46,12.5,1.1,1.57,1.69,9.3,13.54,2.19%,21.20%,5.81,-6.70%,11.85%,2.10%,13.10%,11.20%,22.60%,12.30%,7.20%,11.40%,9.50%,25.30%,16.10%,10.90%,14.41%,23.80%,31.43%,1.93,1.47%,1.69%,2.07%,14.17%,-2.79%,9.69%,-2.79%,33.32%,57.36,84
NOW,"ServiceNow, Inc.",Technology,Information Technology Services,USA,,296.62,,16.02,21.6,12.82,138.32,,,-0.93,-5.90%,322.20%,-60.90%,46.80%,85.60%,-118.80%,63.20%,-12.50%,-35.70%,-8.50%,63.30%,-21.20%,-24.50%,13.50%,-13.47%,30.86%,,3.20%,3.29%,2.09%,4.25%,-7.72%,10.18%,-16.96%,34.98%,56.95,59.62
NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,USA,,19.76,,0.75,1.02,6.75,19.79,1.89%,,-1.07,-200.00%,-22.26%,-18.30%,2.10%,10.40%,-181.10%,23.60%,-1.00%,-3.60%,1.80%,26.50%,8.40%,-2.60%,-11.83%,3.39%,14.20%,0.7,1.74%,2.13%,-10.41%,-3.46%,-21.94%,2.17%,-21.94%,17.24%,34.14,29.6
NS,NuStar Energy L.P.,Basic Materials,Oil & Gas Pipelines,USA,,23.97,,1.61,2.88,103.67,,6.70%,,-2.07,1.40%,26.15%,-21.50%,49.90%,-6.40%,93.30%,-16.90%,-5.50%,-14.20%,-0.70%,32.90%,10.30%,-8.70%,14.27%,33.80%,71.52%,0.91,0.81%,1.82%,4.37%,21.83%,-2.68%,13.97%,-2.68%,96.46%,65.54,65.35
NSC,Norfolk Southern Corporation,Services,Railroads,USA,17.12,14.36,1.55,2.85,2.7,19.58,71.59,2.05%,34.20%,6.16,12.50%,13.35%,6.00%,11.05%,1.10%,24.00%,8.60%,5.90%,16.90%,10.60%,38.10%,29.90%,16.80%,6.92%,16.88%,46.36%,1.12,1.16%,1.35%,2.29%,11.34%,-2.55%,6.06%,-2.55%,50.22%,58.69,105.48
NTAP,"NetApp, Inc.",Technology,Data Storage Devices,USA,22.28,12.69,2.04,2.11,3.57,2.67,14.41,1.61%,31.70%,1.84,33.60%,7.99%,57.30%,10.94%,13.20%,25.50%,-3.90%,7.00%,16.10%,13.20%,62.00%,13.00%,10.10%,15.17%,3.14%,-0.36%,1.55,1.06%,1.68%,8.80%,6.90%,-1.63%,16.57%,-10.03%,23.53%,71.84,41
NTRS,Northern Trust Corporation,Financial,Asset Management,USA,22.45,17.76,1.91,3.64,2,4.08,5.46,1.93%,41.20%,3.04,6.40%,14.51%,-2.90%,11.75%,-4.80%,-3.80%,4.90%,0.70%,9.20%,0.70%,95.40%,24.60%,16.50%,13.71%,10.45%,22.22%,1.05,1.64%,1.51%,4.52%,10.88%,0.22%,10.72%,0.22%,32.34%,68.31,68.26
NU,Northeast Utilities,Utilities,Diversified Utilities,USA,19.05,15.73,3.02,1.87,1.46,95.19,,3.48%,64.30%,2.37,31.70%,6.65%,8.30%,6.31%,4.70%,-25.90%,2.50%,2.70%,7.80%,5.80%,42.60%,19.90%,9.80%,0.71%,3.51%,13.50%,0.49,1.07%,1.59%,-0.06%,3.20%,-4.67%,7.73%,-4.67%,16.77%,56.81,45.16
NUAN,"Nuance Communications, Inc.",Technology,Application Software,USA,,14.84,,2.88,2.09,6.14,18.17,,,-0.57,-156.90%,8.07%,-15.50%,9.67%,16.40%,-54.50%,1.20%,-3.00%,-6.90%,0.60%,56.00%,0.90%,-9.60%,8.16%,11.70%,-10.99%,1.28,1.92%,2.34%,-5.59%,5.34%,-12.85%,6.48%,-14.59%,31.46%,42.04,17.09
NUE,Nucor Corporation,Basic Materials,Steel & Iron,USA,29.86,16.51,0.92,0.85,2.24,14.68,,2.75%,81.90%,1.8,-3.80%,58.16%,-24.00%,32.30%,-4.20%,-13.20%,-42.60%,3.80%,7.50%,6.00%,7.80%,5.30%,2.80%,5.21%,9.76%,19.10%,1.37,1.33%,1.56%,6.08%,6.28%,-1.18%,10.32%,-1.18%,22.09%,67.43,53.75
NVDA,NVIDIA Corporation,Technology,Semiconductor - Specialized,USA,22.19,17.38,2.72,2.49,2.56,2.45,25.96,1.78%,37.20%,0.86,-17.80%,7.65%,75.80%,8.17%,3.80%,84.60%,15.50%,7.90%,11.60%,7.30%,55.00%,13.40%,11.70%,3.64%,2.25%,29.97%,1.71,1.54%,2.14%,2.55%,9.59%,-2.85%,10.54%,-2.85%,33.89%,59.21,19.08
NWL,Newell Rubbermaid Inc.,Consumer Goods,Housewares & Accessories,USA,21.91,15.37,2.21,1.61,4.46,64.74,26.77,2.02%,34.30%,1.54,7.50%,9.86%,58.50%,9.93%,-2.10%,-14.50%,-44.00%,8.40%,24.40%,12.80%,38.40%,12.60%,9.00%,14.92%,6.33%,36.54%,1.38,1.15%,1.61%,5.80%,10.15%,-0.38%,10.80%,-0.38%,40.93%,65.79,33.74
NWSA,News Corporation,Services,Broadcasting - TV,USA,,33.51,,1.16,0.78,3.13,19.61,0.97%,,-1.51,124.20%,18.10%,-37.83%,6.00%,,-85.70%,-4.70%,-5.60%,-7.00%,4.40%,,-5.20%,-10.40%,2.34%,-2.51%,11.33%,,1.48%,1.93%,-1.49%,0.27%,-5.00%,7.10%,-5.61%,13.28%,48.47,17.49
NYCB,New York Community Bancorp Inc.,Financial,Savings & Loans,USA,14.98,14.69,2.5,4.15,1.22,5.67,,6.30%,94.30%,1.06,-4.40%,2.37%,36.30%,6.00%,1.30%,-3.60%,-4.30%,1.00%,8.10%,14.20%,,67.50%,27.50%,5.10%,2.98%,9.82%,1.05,0.98%,1.20%,1.59%,2.37%,-0.56%,4.87%,-4.11%,19.28%,59.61,15.88
O,Realty Income Corporation,Financial,REIT - Retail,USA,57.08,44.38,10.77,11.58,1.91,1127.91,,4.86%,136.20%,0.79,-1.40%,11.16%,-3.50%,5.30%,19.10%,9.50%,22.60%,2.90%,6.30%,4.00%,95.10%,48.20%,34.90%,6.34%,5.30%,18.07%,0.55,1.00%,1.13%,1.77%,9.71%,-1.23%,5.50%,-1.23%,27.61%,61.06,45.09
OAK,"Oaktree Capital Group, LLC",Financial,Asset Management,USA,10.37,11.08,,39.98,4,18.55,,7.81%,87.60%,4.84,65.80%,17.31%,25.80%,-1.90%,14.90%,-57.90%,-1.50%,0.40%,38.00%,-28.00%,-82.90%,,99.30%,0.18%,-12.33%,0.30%,,1.81%,1.90%,1.71%,-4.62%,-2.30%,7.22%,-16.89%,7.22%,55.96,50.21
OCR,Omnicare Inc.,Healthcare,Specialized Health Services,USA,68.3,15.44,4.55,1.02,2.37,19.75,14.27,1.26%,,0.93,-48.70%,11.40%,-8.60%,15.00%,-0.60%,31.80%,7.20%,-1.00%,-2.30%,4.20%,22.70%,9.30%,-1.10%,0.33%,6.70%,17.98%,1.27,1.14%,1.35%,-1.36%,4.14%,-5.88%,3.76%,-5.88%,22.75%,50.42,63.52
ODFL,Old Dominion Freight Line Inc.,Services,Trucking,USA,25.35,19.38,1.35,2.27,4.25,290.07,277.46,,0.00%,2.63,21.30%,17.29%,23.90%,18.84%,8.70%,26.50%,19.10%,11.40%,18.00%,15.20%,83.80%,14.90%,9.00%,6.59%,26.25%,46.51%,1.17,1.63%,1.61%,4.94%,16.35%,-1.26%,8.97%,-1.26%,54.13%,66.06,66.66
OGE,OGE Energy Corp.,Utilities,Electric Utilities,USA,17.32,17.32,2.46,3.04,2.36,3325.33,,2.45%,41.50%,2.12,8.40%,5.84%,9.20%,7.05%,-6.80%,8.70%,-16.70%,4.60%,13.90%,7.20%,55.50%,22.40%,17.60%,2.97%,3.35%,4.79%,0.68,1.18%,1.53%,-0.59%,3.20%,-5.96%,5.28%,-6.45%,13.91%,54.2,36.72
OI,"Owens-Illinois, Inc.",Consumer Goods,Packaging & Containers,USA,22.99,9.24,2.68,0.73,2.82,26.17,21.24,,0.00%,1.34,8.90%,14.29%,4.50%,8.57%,-1.60%,-37.20%,-47.50%,2.30%,13.00%,4.30%,18.90%,8.30%,2.80%,-6.01%,-9.33%,4.30%,2.16,1.32%,1.68%,-6.39%,-7.00%,-12.45%,2.29%,-14.33%,8.87%,37.19,30.8
OII,"Oceaneering International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,18.59,14.7,0.85,2.1,3.39,71.34,170.2,1.58%,25.30%,3.67,28.60%,15.30%,14.00%,21.80%,10.70%,12.10%,13.00%,12.50%,19.30%,18.30%,23.10%,16.60%,11.40%,-4.06%,-2.47%,-14.43%,1.63,1.33%,1.68%,-5.72%,-6.96%,-13.69%,2.20%,-21.39%,4.10%,39.69,68.23
OKE,ONEOK Inc.,Utilities,Gas Utilities,USA,45.3,33.85,2.76,1.01,21.57,39.15,,3.41%,116.20%,1.49,-22.60%,21.81%,-2.90%,16.41%,-2.00%,-8.30%,10.80%,1.90%,21.40%,7.20%,15.90%,7.60%,2.20%,5.06%,12.20%,53.86%,1.03,1.19%,1.85%,2.83%,14.18%,-0.94%,10.86%,-0.94%,57.37%,60.98,67.5
OKS,"ONEOK Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,21.3,20.09,2.03,1.1,2.42,50.73,,5.26%,110.50%,2.66,-22.70%,2.03%,-4.80%,10.51%,9.00%,-12.90%,10.70%,4.70%,12.30%,8.20%,14.60%,8.10%,4.80%,4.44%,3.68%,21.72%,0.32,1.43%,2.23%,0.38%,6.43%,-2.84%,5.69%,-2.84%,22.82%,51.61,56.66
OMC,Omnicom Group Inc.,Services,Advertising Agencies,USA,18.58,15.56,4.64,1.21,5.34,11.72,20.19,2.77%,41.10%,3.88,2.80%,10.78%,-0.80%,4.00%,1.80%,-33.00%,-45.00%,4.70%,28.50%,16.50%,26.20%,12.80%,6.70%,4.13%,-3.78%,19.14%,1.43,0.87%,1.30%,0.89%,1.75%,-2.77%,3.91%,-5.34%,23.71%,53.58,72.09
ORCL,Oracle Corporation,Technology,Application Software,USA,17.42,12.11,1.85,4.85,3.97,4.78,15.25,1.15%,19.80%,2.39,5.30%,8.83%,16.90%,9.42%,10.50%,0.00%,3.40%,12.60%,24.50%,16.90%,81.10%,39.10%,28.60%,-0.95%,9.78%,30.13%,1.36,1.46%,1.35%,2.45%,7.47%,-3.34%,5.31%,-3.34%,33.59%,66.28,41.63
ORLY,O'Reilly Automotive Inc.,Services,Auto Parts Stores,USA,23.51,19.07,1.5,2.33,7.76,35.57,22.72,,0.00%,6.61,26.90%,13.95%,32.40%,15.69%,13.20%,20.90%,7.70%,11.40%,34.70%,21.30%,50.90%,17.00%,10.40%,4.56%,1.01%,27.05%,0.44,1.28%,1.36%,2.63%,8.76%,-0.61%,6.81%,-0.61%,29.15%,59.92,155.42
OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,13.44,13.66,2.17,3.18,1.85,33.4,,2.81%,35.70%,7.62,28.90%,2.70%,-3.40%,6.20%,0.50%,11.60%,5.50%,8.70%,14.00%,8.90%,69.20%,36.70%,24.10%,6.40%,8.20%,22.40%,1.51,1.13%,1.50%,1.31%,7.18%,-3.03%,5.80%,-3.03%,23.52%,61.14,102.44
P,"Pandora Media, Inc.",Services,Broadcasting - Radio,USA,,53.1,,7.74,10.87,17.45,,,,-0.16,34.80%,181.97%,5.60%,62.90%,98.90%,-50.00%,39.10%,-10.20%,-13.40%,-5.20%,42.50%,-4.30%,-9.30%,7.28%,-26.46%,26.21%,,2.40%,4.42%,1.37%,-6.26%,-10.10%,13.65%,-32.25%,52.05%,52.63,27.4
PAA,"Plains All American Pipeline, L.P.",Basic Materials,Oil & Gas Pipelines,USA,25.89,20.98,3.24,0.5,2.83,716.36,,4.33%,67.20%,2.25,17.20%,13.35%,16.20%,8.00%,7.00%,-42.50%,10.00%,6.10%,17.20%,10.70%,5.30%,3.70%,2.80%,4.52%,12.41%,17.16%,0.55,1.45%,1.85%,0.69%,8.75%,-2.83%,4.53%,-2.83%,27.55%,52.02,58.25
PAGP,"Plains GP Holdings, L.P.",Basic Materials,Oil & Gas Pipelines,USA,97.35,48.68,5.12,0.41,3.92,653.21,,2.25%,55.00%,0.31,450.00%,26.79%,0.00%,19.00%,,1400.00%,8.70%,0.20%,5.40%,17.30%,8.20%,3.50%,0.10%,9.91%,13.08%,,,1.81%,3.08%,0.39%,11.01%,-6.83%,8.13%,-6.83%,42.82%,51.05,30.18
PANW,"Palo Alto Networks, Inc.",Technology,Networking & Communication Devices,USA,,128.03,,12.31,23.48,17.81,55.02,,,-2.84,90.50%,66.83%,-10.60%,40.47%,163.80%,,48.80%,-30.10%,-75.20%,-10.70%,73.50%,-14.20%,-39.50%,26.90%,10.72%,77.99%,,2.47%,2.93%,5.25%,26.03%,-3.17%,16.26%,-3.17%,110.63%,59.55,85.01
PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,USA,24.52,21.05,2.55,6.04,8.57,27.62,53.2,3.34%,81.40%,1.71,9.60%,8.03%,2.90%,9.62%,3.90%,17.60%,13.40%,9.80%,35.50%,35.00%,70.90%,39.00%,24.90%,3.66%,2.77%,9.99%,0.96,0.87%,1.25%,1.42%,1.25%,-0.80%,4.56%,-6.34%,17.92%,56.11,41.93
PBI,Pitney Bowes Inc.,Consumer Goods,Business Equipment,USA,18.55,13.33,,1.39,19.22,5.26,16.02,2.81%,53.60%,1.44,-24.40%,7.80%,-6.90%,-8.00%,-9.20%,10.30%,0.80%,4.20%,164.40%,12.60%,55.80%,14.90%,7.20%,-0.71%,8.98%,58.99%,1.47,1.14%,1.90%,-1.64%,6.21%,-5.85%,5.24%,-5.85%,68.91%,49.21,26.71
PBYI,"Puma Biotechnology, Inc.",Healthcare,Biotechnology,USA,,,,,44.06,41.21,,,,-3.01,44.40%,6.40%,0.00%,,,-193.20%,,-55.90%,-65.20%,,,,,224.59%,87.85%,385.27%,,6.21%,5.17%,76.48%,139.32%,-7.31%,327.48%,-7.31%,624.30%,67.64,244.09
PCAR,PACCAR Inc.,Consumer Goods,Trucks & Other Vehicles,USA,18.03,15.22,1.34,1.26,3.11,8.43,,1.40%,23.60%,3.48,5.80%,13.02%,3.50%,13.50%,2.70%,-39.60%,-46.70%,6.00%,18.20%,7.50%,17.10%,10.10%,7.00%,0.03%,-1.54%,17.03%,1.64,1.49%,1.88%,-1.44%,2.17%,-6.90%,4.08%,-8.16%,21.80%,48.68,62.75
PCG,PG&E Corporation,Utilities,Electric Utilities,USA,28.35,14.46,4.4,1.35,1.43,199.21,,3.99%,102.20%,1.61,-4.70%,4.40%,-9.90%,6.44%,1.30%,-10.90%,6.00%,1.50%,5.60%,5.10%,59.90%,10.20%,5.00%,3.05%,5.77%,14.90%,0.33,1.33%,1.61%,-1.21%,6.03%,-5.26%,6.34%,-5.26%,18.11%,52.22,45.64
PCL,Plum Creek Timber Co. Inc.,Industrial Goods,"Lumber, Wood Production",USA,35.69,28.21,4.76,5.31,4.11,67.94,,4.29%,153.00%,1.15,4.00%,26.74%,-0.90%,7.50%,-3.70%,10.70%,17.50%,3.70%,11.90%,5.30%,30.20%,21.50%,14.40%,-4.98%,-1.37%,-4.42%,1.02,1.01%,1.39%,-4.18%,-3.56%,-8.74%,2.95%,-14.61%,3.29%,41.12,41.04
PCLN,The Priceline Group Inc.,Services,Business Services,USA,31.95,19.84,1.62,8.84,8.56,9.35,29.36,,0.00%,39.99,30.50%,22.79%,57.40%,19.78%,29.20%,29.80%,26.40%,19.60%,29.90%,22.80%,87.30%,35.90%,28.00%,6.71%,-2.75%,34.17%,1.76,1.02%,1.80%,3.00%,5.50%,-3.94%,7.99%,-7.36%,37.24%,54.94,1277.5
PCP,Precision Castparts Corp.,Industrial Goods,Metal Fabrication,USA,19.53,15.13,1.53,3.57,2.99,93.46,23.6,0.05%,1.00%,12.44,23.20%,15.03%,10.30%,12.78%,7.30%,15.30%,6.80%,9.90%,16.30%,12.30%,34.70%,28.30%,18.70%,-2.41%,-5.46%,10.81%,0.97,0.78%,1.30%,-2.08%,-4.59%,-9.67%,7.33%,-11.67%,15.33%,55.05,242.98
